0	0.0301881	0.0843302	0.0292355	1	0.11676	0.109331	0.110193	0.102997	0.111073	0.12101	0.106047	0.115759	0.108487	0.0949813	1	0.210897	0.0968463	0.113823	0.11478	0.112887	0.112887	0.107658	0.115759	0.113823	0.110193	0.117785	0.11676	0.119909	0.11676	0.118834	0.125715	0.132399	0.130979	0.243761	0.133864	0.138572	0.174408	0.112887	0.11478	0.124491	0.118834	0.1233	0.182269	0.174408	0.186761	0.23011	0.186761	0.219531	0.23011	0.186761	0.243761	0.243761	0.219531	0.210897	0.186761	0.191731	0.191731	0.191731	0.186761	0.23011	0.203604	0.186761	0.178173	0.197292	0.243761	0.186761	0.186761	0.243761	0.197292	0.191731	0.12214	0.191731	0.23011	0.186761	0.191731	0.219531	0.203604	0.219531	0.203604	0.197292	0.197292	0.191731	0.197292	0.191731	1	1	0.197292	0.203604	0.138572	0.156619	0.23011	0.13538	0.142009	0.142009	0.145727	0.243761	0.191731	0.167688	0.174408	0.210897	0.23011	0.149777	0.118834	0.1233	0.182269	0.178173	0.191731	0.151946	0.149777	0.147707	0.147707	0.145727	1	0.243761	1	0.170926	0.14383	0.178173	0.170926	0.174408	0.191731	0.219531	0.178173	1	0.186761	0.174408	0.174408
0.0301881	0	0.0774628	0.0251607	1	0.1233	0.111073	0.11676	0.100846	0.11478	0.119909	0.117785	0.11478	0.11478	0.0994698	1	0.191731	0.102997	0.170926	0.164662	0.167688	0.164662	0.154223	0.170926	0.178173	0.170926	0.170926	0.167688	0.174408	0.170926	0.174408	0.197292	0.210897	0.182269	0.210897	0.178173	0.178173	0.197292	0.178173	0.174408	0.174408	0.178173	0.178173	0.164662	0.170926	0.170926	0.219531	0.178173	0.191731	0.210897	0.178173	0.203604	0.219531	0.197292	0.197292	0.178173	0.186761	0.191731	0.182269	0.182269	0.263022	0.191731	0.186761	0.182269	0.186761	0.219531	0.182269	0.186761	0.219531	0.197292	0.186761	0.113823	0.186761	0.219531	0.174408	0.186761	0.203604	0.203604	0.197292	0.197292	0.191731	0.210897	0.186761	0.203604	0.191731	1	1	0.197292	0.186761	0.129604	0.147707	0.210897	0.129604	0.130979	0.132399	0.130979	0.243761	0.186761	0.164662	0.167688	0.219531	0.203604	0.154223	0.119909	0.119909	0.191731	0.197292	0.203604	0.136948	0.136948	0.130979	0.133864	0.130979	1	0.210897	1	0.161822	0.136948	0.161822	0.161822	0.164662	0.178173	0.210897	0.164662	1	0.174408	0.170926	0.174408
0.0843302	0.0774628	0	0.0770708	1	0.191731	0.182269	0.197292	0.161822	0.167688	0.164662	0.161822	0.167688	0.164662	0.154223	1	0.263022	0.164662	0.219531	0.219531	0.210897	0.219531	0.210897	0.210897	0.203604	0.219531	0.191731	0.203604	0.203604	0.203604	0.203604	0.0893096	0.0645437	0.243761	0.295981	0.243761	0.210897	0.243761	0.23011	0.210897	0.210897	0.210897	0.156619	0.197292	0.197292	0.203604	0.263022	0.210897	0.210897	0.295981	0.23011	0.263022	0.295981	0.295981	0.263022	0.210897	0.243761	0.243761	0.243761	0.23011	0.0471738	0.219531	0.23011	0.210897	0.219531	0.295981	0.23011	0.219531	0.263022	0.243761	0.219531	0.170926	0.219531	0.295981	0.23011	0.23011	0.263022	0.23011	0.243761	0.210897	0.219531	0.0491	0.210897	0.23011	0.219531	1	1	0.203604	0.0903831	0.178173	0.210897	0.263022	0.174408	0.174408	0.178173	0.12827	0.263022	0.23011	0.203604	0.191731	0.263022	0.295981	0.174408	0.167688	0.170926	0.191731	0.0774628	0.219531	0.186761	0.182269	0.186761	0.182269	0.186761	1	0.263022	1	0.197292	0.170926	0.203604	0.197292	0.197292	0.203604	0.263022	0.191731	1	0.174408	0.203604	0.203604
0.0292355	0.0251607	0.0770708	0	1	0.12101	0.112887	0.112887	0.0955937	0.113823	0.117785	0.11197	0.115759	0.117785	0.0955937	1	0.197292	0.0962153	0.12827	0.129604	0.129604	0.12827	0.1233	0.12827	0.129604	0.126974	0.130979	0.130979	0.13538	0.133864	0.133864	0.147707	0.151946	0.159146	0.210897	0.156619	0.154223	0.186761	0.13538	0.138572	0.136948	0.140258	0.140258	0.164662	0.164662	0.174408	0.219531	0.174408	0.191731	0.219531	0.178173	0.219531	0.219531	0.219531	0.203604	0.178173	0.182269	0.186761	0.186761	0.178173	0.243761	0.178173	0.174408	0.178173	0.178173	0.23011	0.174408	0.174408	0.210897	0.178173	0.167688	0.112887	0.170926	0.23011	0.170926	0.178173	0.203604	0.197292	0.197292	0.186761	0.178173	0.197292	0.178173	0.191731	0.182269	1	1	0.191731	0.178173	0.133864	0.149777	0.219531	0.125715	0.132399	0.130979	0.133864	0.23011	0.178173	0.154223	0.164662	0.23011	0.210897	0.159146	0.12101	0.118834	0.178173	0.182269	0.182269	0.142009	0.138572	0.133864	0.132399	0.133864	1	0.23011	1	0.156619	0.13538	0.159146	0.154223	0.159146	0.170926	0.219531	0.159146	1	0.170926	0.161822	0.164662
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.0824989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.210897	0.210897	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.170926	1	0.295981	1	1	1	1	1	1	1	1	0.186761	1	1	1
0.11676	0.1233	0.191731	0.12101	1	0	0.0613264	0.0623675	0.0706202	0.12214	0.133864	0.11478	0.1233	0.126974	0.117785	1	0.191731	0.11197	0.110193	0.112887	0.111073	0.108487	0.107658	0.115759	0.119909	0.11197	0.130979	0.132399	0.13538	0.130979	0.129604	0.132399	0.159146	0.138572	0.23011	0.142009	0.142009	0.186761	0.133864	0.13538	0.138572	0.13538	0.138572	0.219531	0.23011	0.203604	0.23011	0.203604	0.219531	0.219531	0.197292	0.203604	0.23011	0.23011	0.210897	0.23011	0.210897	0.210897	0.203604	0.219531	0.263022	0.203604	0.210897	0.23011	0.23011	0.23011	0.210897	0.210897	0.219531	0.210897	0.210897	0.0816138	0.210897	0.219531	0.197292	0.219531	0.23011	0.263022	0.23011	0.243761	0.219531	0.263022	0.210897	0.263022	0.219531	1	1	0.243761	0.243761	0.156619	0.178173	0.210897	0.159146	0.161822	0.161822	0.167688	0.243761	0.219531	0.197292	0.210897	0.23011	0.23011	0.170926	0.13538	0.14383	0.263022	0.243761	0.243761	0.182269	0.167688	0.170926	0.164662	0.170926	1	0.243761	1	0.191731	0.182269	0.191731	0.186761	0.197292	0.243761	0.23011	0.186761	1	0.186761	0.191731	0.182269
0.109331	0.111073	0.182269	0.112887	1	0.0613264	0	0.0422904	0.0380652	0.126974	0.133864	0.1233	0.130979	0.133864	0.100846	1	0.178173	0.102268	0.159146	0.154223	0.151946	0.164662	0.151946	0.154223	0.164662	0.154223	0.156619	0.159146	0.159146	0.161822	0.156619	0.182269	0.203604	0.167688	0.219531	0.178173	0.182269	0.219531	0.161822	0.167688	0.164662	0.170926	0.167688	0.219531	0.23011	0.203604	0.219531	0.219531	0.191731	0.203604	0.191731	0.210897	0.210897	0.203604	0.197292	0.210897	0.197292	0.197292	0.191731	0.210897	0.263022	0.203604	0.210897	0.23011	0.243761	0.219531	0.203604	0.210897	0.203604	0.210897	0.23011	0.0519203	0.210897	0.210897	0.191731	0.210897	0.219531	0.243761	0.219531	0.219531	0.219531	0.23011	0.210897	0.263022	0.219531	1	1	0.243761	0.23011	0.159146	0.186761	0.197292	0.159146	0.164662	0.164662	0.182269	0.243761	0.203604	0.210897	0.23011	0.210897	0.219531	0.174408	0.13538	0.136948	0.219531	0.219531	0.219531	0.167688	0.159146	0.159146	0.156619	0.154223	1	0.243761	1	0.191731	0.186761	0.197292	0.191731	0.197292	0.23011	0.203604	0.203604	1	0.210897	0.186761	0.191731
0.110193	0.11676	0.197292	0.112887	1	0.0623675	0.0422904	0	0.0437856	0.1233	0.140258	0.12101	0.130979	0.132399	0.107658	1	0.191731	0.102997	0.142009	0.14383	0.142009	0.140258	0.142009	0.145727	0.14383	0.138572	0.136948	0.13538	0.136948	0.138572	0.133864	0.159146	0.174408	0.151946	0.243761	0.161822	0.164662	0.186761	0.136948	0.142009	0.142009	0.142009	0.140258	0.219531	0.210897	0.23011	0.23011	0.219531	0.210897	0.23011	0.191731	0.23011	0.219531	0.210897	0.23011	0.210897	0.210897	0.191731	0.210897	0.219531	0.295981	0.23011	0.210897	0.243761	0.243761	0.23011	0.23011	0.219531	0.23011	0.23011	0.23011	0.059819	0.219531	0.23011	0.203604	0.23011	0.23011	0.263022	0.243761	0.243761	0.23011	0.219531	0.210897	0.243761	0.243761	1	1	0.23011	0.243761	0.156619	0.191731	0.219531	0.159146	0.156619	0.164662	0.186761	0.243761	0.219531	0.203604	0.210897	0.23011	0.23011	0.170926	0.138572	0.14383	0.23011	0.219531	0.23011	0.167688	0.167688	0.174408	0.164662	0.167688	1	0.243761	1	0.191731	0.182269	0.197292	0.191731	0.197292	0.219531	0.23011	0.197292	1	0.210897	0.197292	0.186761
0.102997	0.100846	0.161822	0.0955937	1	0.0706202	0.0380652	0.0437856	0	0.117785	0.119909	0.11478	0.112887	0.118834	0.0882637	1	0.197292	0.0920479	0.149777	0.149777	0.149777	0.154223	0.142009	0.149777	0.156619	0.149777	0.145727	0.145727	0.147707	0.145727	0.147707	0.167688	0.197292	0.164662	0.243761	0.167688	0.167688	0.203604	0.156619	0.151946	0.151946	0.149777	0.156619	0.186761	0.186761	0.186761	0.219531	0.186761	0.210897	0.243761	0.191731	0.210897	0.243761	0.23011	0.203604	0.203604	0.191731	0.191731	0.191731	0.210897	0.263022	0.219531	0.210897	0.219531	0.23011	0.243761	0.210897	0.210897	0.243761	0.23011	0.219531	0.0422904	0.210897	0.243761	0.203604	0.219531	0.243761	0.210897	0.23011	0.219531	0.219531	0.23011	0.210897	0.23011	0.210897	1	1	0.203604	0.210897	0.136948	0.159146	0.23011	0.13538	0.136948	0.140258	0.142009	0.243761	0.210897	0.174408	0.174408	0.243761	0.23011	0.159146	0.117785	0.12101	0.219531	0.219531	0.219531	0.151946	0.149777	0.145727	0.149777	0.151946	1	0.263022	1	0.178173	0.14383	0.186761	0.182269	0.182269	0.191731	0.210897	0.182269	1	0.191731	0.186761	0.178173
0.111073	0.11478	0.167688	0.113823	1	0.12214	0.126974	0.1233	0.117785	0	0.017653	0.0188675	0.0174761	0.0182524	0.115759	1	0.23011	0.113823	0.140258	0.138572	0.136948	0.12827	0.138572	0.132399	0.133864	0.136948	0.138572	0.138572	0.136948	0.136948	0.138572	0.154223	0.167688	0.149777	0.295981	0.156619	0.156619	0.186761	0.14383	0.140258	0.140258	0.140258	0.140258	0.170926	0.170926	0.174408	0.243761	0.178173	0.210897	0.263022	0.191731	0.243761	0.263022	0.263022	0.23011	0.197292	0.197292	0.203604	0.197292	0.191731	0.263022	0.197292	0.191731	0.197292	0.203604	0.295981	0.191731	0.197292	0.263022	0.197292	0.197292	0.154223	0.197292	0.243761	0.182269	0.191731	0.243761	0.203604	0.23011	0.219531	0.203604	0.23011	0.197292	0.23011	0.191731	1	1	0.197292	0.191731	0.136948	0.156619	0.243761	0.132399	0.133864	0.13538	0.140258	0.295981	0.210897	0.164662	0.178173	0.243761	0.243761	0.0621044	0.0175939	0.0198213	0.210897	0.210897	0.203604	0.149777	0.142009	0.136948	0.138572	0.138572	1	0.295981	1	0.174408	0.147707	0.178173	0.178173	0.182269	0.197292	0.263022	0.178173	1	0.178173	0.182269	0.182269
0.12101	0.119909	0.164662	0.117785	1	0.133864	0.133864	0.140258	0.119909	0.017653	0	0.0194352	0.0152936	0.0158882	0.112887	1	0.243761	0.118834	0.159146	0.159146	0.164662	0.149777	0.161822	0.151946	0.151946	0.161822	0.174408	0.170926	0.167688	0.164662	0.164662	0.197292	0.197292	0.178173	0.243761	0.178173	0.178173	0.219531	0.186761	0.174408	0.178173	0.170926	0.174408	0.161822	0.161822	0.164662	0.23011	0.167688	0.197292	0.243761	0.191731	0.23011	0.243761	0.263022	0.203604	0.191731	0.191731	0.191731	0.191731	0.186761	0.263022	0.182269	0.178173	0.186761	0.197292	0.263022	0.191731	0.186761	0.23011	0.197292	0.191731	0.147707	0.182269	0.243761	0.182269	0.182269	0.219531	0.186761	0.219531	0.197292	0.191731	0.210897	0.191731	0.210897	0.191731	1	1	0.191731	0.182269	0.132399	0.159146	0.243761	0.124491	0.13538	0.126974	0.129604	0.263022	0.186761	0.154223	0.164662	0.219531	0.210897	0.0613264	0.0161637	0.0171265	0.197292	0.203604	0.203604	0.140258	0.13538	0.130979	0.133864	0.132399	1	0.263022	1	0.167688	0.13538	0.170926	0.167688	0.170926	0.186761	0.243761	0.167688	1	0.167688	0.174408	0.174408
0.106047	0.117785	0.161822	0.11197	1	0.11478	0.1233	0.12101	0.11478	0.0188675	0.0194352	0	0.0188675	0.0198213	0.109331	1	0.23011	0.109331	0.10374	0.102268	0.104495	0.100152	0.105264	0.100846	0.104495	0.102268	0.11197	0.115759	0.113823	0.11478	0.11478	0.126974	0.13538	0.130979	0.243761	0.132399	0.129604	0.182269	0.115759	0.118834	0.118834	0.118834	0.119909	0.161822	0.159146	0.164662	0.243761	0.167688	0.197292	0.295981	0.182269	0.263022	0.295981	0.263022	0.219531	0.203604	0.197292	0.203604	0.182269	0.186761	0.263022	0.197292	0.191731	0.191731	0.203604	0.295981	0.197292	0.191731	0.263022	0.182269	0.186761	0.154223	0.182269	0.263022	0.164662	0.182269	0.243761	0.203604	0.243761	0.203604	0.197292	0.210897	0.191731	0.210897	0.191731	1	1	0.197292	0.186761	0.130979	0.159146	0.243761	0.12827	0.130979	0.129604	0.136948	0.295981	0.197292	0.159146	0.161822	0.243761	0.243761	0.0637124	0.0200167	0.0230043	0.210897	0.203604	0.203604	0.147707	0.13538	0.130979	0.132399	0.133864	1	0.295981	1	0.167688	0.140258	0.170926	0.170926	0.174408	0.191731	0.243761	0.167688	1	0.174408	0.178173	0.178173
0.115759	0.11478	0.167688	0.115759	1	0.1233	0.130979	0.130979	0.112887	0.0174761	0.0152936	0.0188675	0	0.0157789	0.108487	1	0.243761	0.11197	0.136948	0.136948	0.138572	0.12827	0.133864	0.130979	0.12827	0.133864	0.138572	0.138572	0.138572	0.140258	0.138572	0.164662	0.174408	0.154223	0.23011	0.154223	0.151946	0.191731	0.145727	0.140258	0.142009	0.138572	0.145727	0.159146	0.156619	0.156619	0.23011	0.164662	0.210897	0.243761	0.186761	0.23011	0.243761	0.243761	0.210897	0.186761	0.197292	0.186761	0.178173	0.186761	0.263022	0.178173	0.178173	0.191731	0.197292	0.263022	0.191731	0.191731	0.23011	0.186761	0.182269	0.142009	0.182269	0.23011	0.178173	0.182269	0.263022	0.203604	0.219531	0.203604	0.191731	0.219531	0.197292	0.210897	0.191731	1	1	0.191731	0.182269	0.133864	0.159146	0.243761	0.126974	0.13538	0.129604	0.132399	0.243761	0.197292	0.159146	0.159146	0.23011	0.23011	0.0610707	0.0170111	0.0175939	0.203604	0.203604	0.210897	0.145727	0.13538	0.132399	0.136948	0.13538	1	0.263022	1	0.170926	0.142009	0.174408	0.170926	0.174408	0.182269	0.23011	0.170926	1	0.170926	0.178173	0.178173
0.108487	0.11478	0.164662	0.117785	1	0.126974	0.133864	0.132399	0.118834	0.0182524	0.0158882	0.0198213	0.0157789	0	0.111073	1	0.243761	0.115759	0.154223	0.151946	0.154223	0.142009	0.149777	0.147707	0.14383	0.149777	0.159146	0.161822	0.156619	0.156619	0.156619	0.174408	0.191731	0.170926	0.295981	0.178173	0.178173	0.243761	0.164662	0.164662	0.167688	0.161822	0.164662	0.161822	0.159146	0.167688	0.23011	0.167688	0.203604	0.263022	0.191731	0.263022	0.295981	0.263022	0.210897	0.197292	0.197292	0.197292	0.186761	0.191731	0.263022	0.197292	0.186761	0.197292	0.210897	0.295981	0.191731	0.197292	0.263022	0.191731	0.186761	0.14383	0.186761	0.263022	0.178173	0.191731	0.263022	0.191731	0.243761	0.210897	0.197292	0.210897	0.186761	0.23011	0.186761	1	1	0.197292	0.182269	0.132399	0.159146	0.263022	0.125715	0.132399	0.129604	0.132399	0.295981	0.197292	0.154223	0.164662	0.243761	0.263022	0.0615839	0.0170687	0.0193079	0.210897	0.203604	0.203604	0.140258	0.13538	0.129604	0.132399	0.132399	1	0.295981	1	0.170926	0.136948	0.170926	0.170926	0.174408	0.191731	0.263022	0.174408	1	0.174408	0.182269	0.182269
0.0949813	0.0994698	0.154223	0.0955937	1	0.117785	0.100846	0.107658	0.0882637	0.115759	0.112887	0.109331	0.108487	0.111073	0	1	0.14383	0.0290489	0.126974	0.130979	0.130979	0.129604	0.12827	0.12827	0.130979	0.126974	0.132399	0.132399	0.13538	0.12827	0.133864	0.145727	0.154223	0.145727	0.203604	0.151946	0.151946	0.170926	0.130979	0.129604	0.136948	0.13538	0.133864	0.167688	0.161822	0.154223	0.210897	0.167688	0.191731	0.182269	0.170926	0.191731	0.197292	0.203604	0.191731	0.178173	0.178173	0.182269	0.186761	0.174408	0.263022	0.186761	0.186761	0.167688	0.182269	0.210897	0.186761	0.178173	0.186761	0.182269	0.178173	0.10374	0.174408	0.191731	0.178173	0.182269	0.203604	0.197292	0.186761	0.191731	0.186761	0.203604	0.186761	0.191731	0.186761	1	1	0.178173	0.178173	0.126974	0.145727	0.191731	0.12214	0.129604	0.12827	0.133864	0.210897	0.182269	0.154223	0.170926	0.197292	0.191731	0.147707	0.11478	0.113823	0.174408	0.191731	0.191731	0.13538	0.140258	0.130979	0.132399	0.133864	1	0.23011	1	0.161822	0.140258	0.161822	0.159146	0.159146	0.174408	0.197292	0.164662	1	0.164662	0.167688	0.170926
1	1	1	1	0.0824989	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.243761	0.263022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.263022	1	1	1	1	1	1	1	1	1	1	0.263022	1	1	1
